case:concept:name,concept:name,time:timestamp,User,org:resource,case:Purchasing Document,case:Item,case:Document Type,case:Vendor,case:Company,case:Source
4507075965_00250,Vendor creates invoice,2017-11-13 22:59:00+00:00,NONE,NONE,4507075965,00250,Framework order,vendorID_1687,companyID_0003,sourceSystemID_0000
4507004220_00020,Vendor creates invoice,2017-11-16 22:59:00+00:00,NONE,NONE,4507004220,00020,Standard PO,vendorID_0274,companyID_0000,sourceSystemID_0000
4507020759_00010,Vendor creates invoice,2017-11-16 22:59:00+00:00,NONE,NONE,4507020759,00010,Standard PO,vendorID_0820,companyID_0000,sourceSystemID_0000
4507004220_00010,Vendor creates invoice,2017-11-16 22:59:00+00:00,NONE,NONE,4507004220,00010,Standard PO,vendorID_0274,companyID_0000,sourceSystemID_0000
4507002377_00010,Vendor creates invoice,2017-11-17 22:59:00+00:00,NONE,NONE,4507002377,00010,Standard PO,vendorID_0739,companyID_0000,sourceSystemID_0000
4507000455_00010,Vendor creates invoice,2017-11-21 22:59:00+00:00,NONE,NONE,4507000455,00010,Framework order,vendorID_0219,companyID_0000,sourceSystemID_0000
4507000454_00010,Vendor creates invoice,2017-11-22 22:59:00+00:00,NONE,NONE,4507000454,00010,Framework order,vendorID_0218,companyID_0000,sourceSystemID_0000
4507075966_00010,Vendor creates invoice,2017-11-23 22:59:00+00:00,NONE,NONE,4507075966,00010,Framework order,vendorID_1688,companyID_0003,sourceSystemID_0000
4507075966_00020,Vendor creates invoice,2017-11-23 22:59:00+00:00,NONE,NONE,4507075966,00020,Framework order,vendorID_1688,companyID_0003,sourceSystemID_0000
4507000902_00010,Vendor creates invoice,2017-11-27 22:59:00+00:00,NONE,NONE,4507000902,00010,Framework order,vendorID_0398,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-11-30 22:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4508049723_00030,Vendor creates invoice,2017-11-30 22:59:00+00:00,NONE,NONE,4508049723,00030,Standard PO,vendorID_0197,companyID_0000,sourceSystemID_0000
4508049723_00020,Vendor creates invoice,2017-11-30 22:59:00+00:00,NONE,NONE,4508049723,00020,Standard PO,vendorID_0197,companyID_0000,sourceSystemID_0000
4508049723_00010,Vendor creates invoice,2017-11-30 22:59:00+00:00,NONE,NONE,4508049723,00010,Standard PO,vendorID_0197,companyID_0000,sourceSystemID_0000
4507000455_00010,Vendor creates invoice,2017-11-30 22:59:00+00:00,NONE,NONE,4507000455,00010,Framework order,vendorID_0219,companyID_0000,sourceSystemID_0000
4508076155_00040,Vendor creates invoice,2017-12-01 22:59:00+00:00,NONE,NONE,4508076155,00040,Framework order,vendorID_1864,companyID_0003,sourceSystemID_0000
4507001369_00070,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00070,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00080,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00080,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00090,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00090,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00670,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00670,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00110,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00110,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00120,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00120,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00130,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00130,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00140,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00140,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00060,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00060,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00100,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00100,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00050,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00050,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00710,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00710,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00030,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00030,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00020,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00020,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00010,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00010,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00690,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00690,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507001369_00700,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507001369,00700,Standard PO,vendorID_0550,companyID_0000,sourceSystemID_0000
4507030655_00010,Vendor creates invoice,2017-12-04 22:59:00+00:00,NONE,NONE,4507030655,00010,Framework order,vendorID_1463,companyID_0000,sourceSystemID_0000
