case:concept:name,case_name_first,case_name_unique_count,event_count,case_id_equals_case_name
2000052818_00001,vendor_1520,1,13,False
2000052819_00001,vendor_1521,1,8,False
2000052820_00001,vendor_1522,1,8,False
2000052821_00001,vendor_0027,1,11,False
2000052822_00001,vendor_0000,1,12,False
2000052823_00001,vendor_1523,1,8,False
2000052824_00001,vendor_0003,1,13,False
2000052824_00002,vendor_0003,1,13,False
2000052824_00003,vendor_0003,1,13,False
2000052824_00004,vendor_0003,1,13,False
2000052824_00005,vendor_0003,1,13,False
2000052824_00006,vendor_0003,1,13,False
2000052824_00007,vendor_0003,1,13,False
2000052824_00008,vendor_0003,1,13,False
2000052824_00009,vendor_0003,1,13,False
2000052825_00001,vendor_0058,1,16,False
2000052826_00001,vendor_0058,1,8,False
2000052827_00001,vendor_0089,1,17,False
2000052828_00001,vendor_0058,1,8,False
2000052829_00001,vendor_0101,1,8,False
2000052830_00001,vendor_0101,1,16,False
2000052831_00001,vendor_1175,1,12,False
2000052832_00001,vendor_1172,1,8,False
2000052833_00001,vendor_0000,1,9,False
2000052834_00001,vendor_0102,1,13,False
2000052835_00001,vendor_0000,1,9,False
2000052836_00001,vendor_0011,1,12,False
2000052837_00001,vendor_1175,1,12,False
2000052838_00001,vendor_0011,1,11,False
2000052839_00001,vendor_1197,1,10,False
2000052840_00001,vendor_0058,1,12,False
2000052841_00001,vendor_0058,1,10,False
2000052842_00001,vendor_1524,1,8,False
2000052843_00001,vendor_0024,1,8,False
2000052843_00002,vendor_0024,1,8,False
2000052843_00003,vendor_0024,1,8,False
2000052844_00001,vendor_0102,1,13,False
2000052845_00001,vendor_0027,1,12,False
2000052846_00001,vendor_0003,1,12,False
2000052847_00001,vendor_0003,1,13,False
2000052847_00002,vendor_0003,1,13,False
2000052847_00003,vendor_0003,1,13,False
2000052847_00004,vendor_0003,1,13,False
2000052847_00005,vendor_0003,1,13,False
2000052847_00006,vendor_0003,1,13,False
2000052848_00001,vendor_0003,1,12,False
2000052848_00002,vendor_0003,1,12,False
2000052848_00003,vendor_0003,1,12,False
2000052849_00001,vendor_1525,1,8,False
2000052850_00001,vendor_1175,1,18,False
2000052851_00001,vendor_1175,1,12,False
2000052852_00001,vendor_0058,1,10,False
2000052853_00001,vendor_0101,1,12,False
2000052854_00001,vendor_1526,1,13,False
2000052855_00001,vendor_0003,1,12,False
2000052855_00002,vendor_0003,1,12,False
2000052855_00003,vendor_0003,1,12,False
2000052856_00001,vendor_0026,1,12,False
2000052857_00001,vendor_0026,1,8,False
2000052858_00001,vendor_0021,1,8,False
2000052859_00001,vendor_0027,1,11,False
2000052859_00002,vendor_0027,1,11,False
2000052860_00001,vendor_0028,1,11,False
2000052861_00001,vendor_1169,1,13,False
2000052862_00001,vendor_0049,1,26,False
2000052863_00001,vendor_0058,1,8,False
2000052864_00001,vendor_0029,1,12,False
2000052865_00001,vendor_1159,1,12,False
2000052866_00001,vendor_0058,1,12,False
2000052867_00001,vendor_1183,1,8,False
2000052868_00001,vendor_1175,1,8,False
2000052869_00001,vendor_1527,1,8,False
2000052870_00001,vendor_1175,1,12,False
2000052871_00001,vendor_0076,1,12,False
2000052872_00001,vendor_0048,1,12,False
2000052873_00001,vendor_0000,1,16,False
2000052873_00002,vendor_0000,1,16,False
2000052873_00003,vendor_0000,1,16,False
2000052873_00004,vendor_0000,1,16,False
2000052873_00005,vendor_0000,1,16,False
2000052874_00001,vendor_0003,1,12,False
2000052874_00002,vendor_0003,1,12,False
2000052874_00003,vendor_0003,1,12,False
2000052874_00004,vendor_0003,1,12,False
2000052875_00001,vendor_0081,1,12,False
2000052875_00002,vendor_0081,1,12,False
2000052876_00001,vendor_0028,1,9,False
2000052877_00001,vendor_0027,1,11,False
2000052878_00001,vendor_0000,1,9,False
2000052879_00001,vendor_0000,1,9,False
2000052880_00001,vendor_1432,1,13,False
2000052881_00001,vendor_0026,1,12,False
2000052882_00001,vendor_1421,1,12,False
2000052882_00002,vendor_1421,1,12,False
2000052882_00003,vendor_1421,1,9,False
2000052883_00001,vendor_0027,1,11,False
2000052883_00002,vendor_0027,1,11,False
2000052884_00001,vendor_1175,1,12,False
2000052885_00001,vendor_0011,1,11,False
2000052885_00002,vendor_0011,1,11,False
2000052885_00003,vendor_0011,1,11,False
2000052886_00001,vendor_0045,1,11,False
2000052887_00001,vendor_0042,1,8,False
2000052887_00002,vendor_0042,1,8,False
2000052888_00001,vendor_0083,1,12,False
2000052889_00001,vendor_0029,1,12,False
2000052890_00001,vendor_0012,1,13,False
2000052891_00001,vendor_1222,1,12,False
2000052892_00001,vendor_0021,1,8,False
2000052893_00001,vendor_0021,1,8,False
2000052894_00001,vendor_1161,1,8,False
2000052895_00001,vendor_0011,1,8,False
2000052896_00001,vendor_0003,1,12,False
2000052896_00002,vendor_0003,1,12,False
2000052896_00003,vendor_0003,1,12,False
2000052896_00004,vendor_0003,1,12,False
2000052896_00005,vendor_0003,1,12,False
2000052896_00006,vendor_0003,1,12,False
2000052896_00007,vendor_0003,1,12,False
2000052896_00008,vendor_0003,1,12,False
2000052896_00009,vendor_0003,1,12,False
2000052896_00010,vendor_0003,1,12,False
2000052896_00011,vendor_0003,1,12,False
2000052897_00001,vendor_1528,1,8,False
2000052898_00001,vendor_1529,1,8,False
2000052899_00001,vendor_1530,1,13,False
2000052900_00001,vendor_1528,1,8,False
2000052901_00001,vendor_1176,1,8,False
2000052902_00001,vendor_0876,1,11,False
2000052902_00002,vendor_0876,1,11,False
2000052903_00001,vendor_1529,1,8,False
2000052904_00001,vendor_0048,1,13,False
2000052904_00002,vendor_0048,1,13,False
2000052904_00003,vendor_0048,1,13,False
2000052905_00001,vendor_0048,1,12,False
2000052906_00001,vendor_1531,1,8,False
2000052907_00001,vendor_0000,1,9,False
2000052907_00002,vendor_0000,1,9,False
2000052907_00003,vendor_0000,1,9,False
2000052907_00004,vendor_0000,1,9,False
2000052907_00005,vendor_0000,1,9,False
2000052907_00006,vendor_0000,1,9,False
2000052908_00001,vendor_0029,1,12,False
2000052909_00001,vendor_0048,1,12,False
2000052910_00001,vendor_0012,1,13,False
2000052911_00001,vendor_1191,1,9,False
2000052912_00001,vendor_0026,1,12,False
2000052913_00001,vendor_0026,1,8,False
2000052914_00001,vendor_0026,1,12,False
2000052915_00001,vendor_0052,1,13,False
2000052916_00001,vendor_1174,1,12,False
2000052917_00001,vendor_1532,1,13,False
2000052918_00001,vendor_0048,1,12,False
2000052918_00002,vendor_0048,1,12,False
2000052919_00001,vendor_0027,1,11,False
2000052919_00002,vendor_0027,1,11,False
2000052920_00001,vendor_1432,1,12,False
2000052921_00001,vendor_0089,1,12,False
2000052922_00001,vendor_1533,1,8,False
2000052923_00001,vendor_1175,1,12,False
2000052924_00001,vendor_1213,1,14,False
2000052925_00001,vendor_0027,1,13,False
2000052926_00001,vendor_0026,1,12,False
2000052927_00001,vendor_0876,1,11,False
2000052928_00001,vendor_0000,1,9,False
2000052929_00001,vendor_0000,1,9,False
2000052930_00001,vendor_0029,1,11,False
2000052931_00001,vendor_0003,1,10,False
2000052931_00002,vendor_0003,1,10,False
2000052931_00003,vendor_0003,1,10,False
2000052931_00004,vendor_0003,1,10,False
2000052931_00005,vendor_0003,1,10,False
2000052931_00006,vendor_0003,1,10,False
2000052932_00001,vendor_1534,1,8,False
2000052933_00001,vendor_0088,1,11,False
2000052934_00001,vendor_1535,1,12,False
2000052935_00001,vendor_1536,1,13,False
2000052936_00001,vendor_1429,1,8,False
2000052937_00001,vendor_1175,1,12,False
2000052938_00001,vendor_1175,1,10,False
2000052939_00001,vendor_1191,1,8,False
2000052940_00001,vendor_1537,1,8,False
2000052941_00001,vendor_1175,1,12,False
2000052942_00001,vendor_0102,1,12,False
2000052943_00001,vendor_1180,1,12,False
2000052944_00001,vendor_0029,1,11,False
2000052944_00002,vendor_0029,1,11,False
2000052945_00001,vendor_0040,1,8,False
2000052946_00001,vendor_0021,1,8,False
2000052947_00001,vendor_1175,1,12,False
2000052948_00001,vendor_0058,1,12,False
2000052949_00001,vendor_0066,1,12,False
2000052950_00001,vendor_0000,1,9,False
2000052950_00002,vendor_0000,1,9,False
2000052951_00001,vendor_1185,1,8,False
2000052952_00001,vendor_0026,1,8,False
2000052953_00001,vendor_0058,1,12,False
2000052954_00001,vendor_0026,1,12,False
2000052955_00001,vendor_1196,1,8,False
2000052956_00001,vendor_0028,1,9,False
2000052957_00001,vendor_1196,1,8,False
2000052958_00001,vendor_1538,1,11,False
2000052959_00001,vendor_0133,1,12,False
2000052960_00001,vendor_0058,1,10,False
2000052961_00001,vendor_0058,1,12,False
2000052962_00001,vendor_0041,1,20,False
2000052962_00002,vendor_0041,1,13,False
2000052963_00001,vendor_0058,1,10,False
2000052964_00001,vendor_0026,1,8,False
2000052965_00001,vendor_0027,1,13,False
2000052966_00001,vendor_0020,1,12,False
2000052967_00001,vendor_1537,1,8,False
2000052968_00001,vendor_0058,1,12,False
2000052969_00001,vendor_1539,1,13,False
2000052970_00001,vendor_0083,1,12,False
2000052971_00001,vendor_1486,1,12,False
2000052972_00001,vendor_0194,1,8,False
2000052973_00001,vendor_1540,1,18,False
2000052974_00001,vendor_0071,1,8,False
2000052975_00001,vendor_1541,1,13,False
2000052976_00001,vendor_0199,1,11,False
2000052977_00001,vendor_0000,1,8,False
2000052978_00001,vendor_0081,1,9,False
2000052978_00002,vendor_0081,1,9,False
2000052979_00001,vendor_1542,1,8,False
2000052980_00001,vendor_1543,1,8,False
4507000221_00010,vendor_0103,1,6,False
4507000222_00010,vendor_0103,1,6,False
4507000222_00020,vendor_0103,1,6,False
4507000223_00010,vendor_0104,1,6,False
4507000224_00010,vendor_0105,1,6,False
4507000225_00010,vendor_0106,1,5,False
4507000225_00020,vendor_0106,1,5,False
4507000225_00030,vendor_0106,1,5,False
4507000225_00040,vendor_0106,1,5,False
4507000226_00010,vendor_0032,1,6,False
4507000227_00010,vendor_0107,1,5,False
4507000228_00010,vendor_0108,1,5,False
4507000228_00020,vendor_0108,1,8,False
4507000228_00030,vendor_0108,1,5,False
4507000228_00040,vendor_0108,1,5,False
4507000229_00010,vendor_0109,1,8,False
4507000229_00020,vendor_0109,1,7,False
4507000230_00010,vendor_0110,1,6,False
4507000230_00020,vendor_0110,1,6,False
4507000230_00030,vendor_0110,1,6,False
4507000230_00040,vendor_0110,1,10,False
4507000230_00050,vendor_0110,1,6,False
4507000230_00060,vendor_0110,1,6,False
4507000230_00070,vendor_0110,1,10,False
4507000230_00080,vendor_0110,1,6,False
4507000230_00090,vendor_0110,1,6,False
4507000230_00100,vendor_0110,1,6,False
4507000231_00010,vendor_0111,1,6,False
4507000231_00020,vendor_0111,1,6,False
4507000232_00010,vendor_0112,1,6,False
4507000232_00020,vendor_0112,1,6,False
4507000232_00030,vendor_0112,1,6,False
4507000233_00010,vendor_0113,1,6,False
4507000234_00010,vendor_0114,1,5,False
4507000234_00020,vendor_0114,1,5,False
4507000234_00030,vendor_0114,1,5,False
4507000235_00010,vendor_0115,1,5,False
4507000235_00020,vendor_0115,1,5,False
4507000235_00030,vendor_0115,1,5,False
4507000235_00040,vendor_0115,1,5,False
4507000236_00010,vendor_0113,1,7,False
4507000237_00010,vendor_0116,1,6,False
4507000238_00010,vendor_0117,1,6,False
4507000238_00020,vendor_0117,1,6,False
4507000238_00030,vendor_0117,1,6,False
4507000238_00040,vendor_0117,1,6,False
4507000238_00050,vendor_0117,1,6,False
4507000238_00060,vendor_0117,1,6,False
4507000238_00070,vendor_0117,1,6,False
4507000238_00080,vendor_0117,1,6,False
4507000238_00090,vendor_0117,1,6,False
4507000238_00100,vendor_0117,1,20,False
4507000238_00110,vendor_0117,1,6,False
4507000238_00120,vendor_0117,1,6,False
4507000238_00130,vendor_0117,1,6,False
4507000238_00140,vendor_0117,1,6,False
4507000238_00150,vendor_0117,1,15,False
4507000238_00160,vendor_0117,1,6,False
4507000238_00170,vendor_0117,1,6,False
4507000238_00180,vendor_0117,1,6,False
4507000238_00190,vendor_0117,1,6,False
4507000238_00200,vendor_0117,1,6,False
4507000238_00210,vendor_0117,1,6,False
4507000238_00220,vendor_0117,1,6,False
4507000238_00230,vendor_0117,1,6,False
4507000238_00240,vendor_0117,1,9,False
4507000238_00250,vendor_0117,1,6,False
4507000238_00260,vendor_0117,1,6,False
4507000238_00270,vendor_0117,1,6,False
4507000238_00280,vendor_0117,1,6,False
4507000238_00290,vendor_0117,1,6,False
4507000238_00300,vendor_0117,1,6,False
4507000238_00310,vendor_0117,1,6,False
4507000238_00320,vendor_0117,1,6,False
4507000238_00330,vendor_0117,1,6,False
4507000238_00340,vendor_0117,1,6,False
4507000238_00350,vendor_0117,1,11,False
4507000238_00360,vendor_0117,1,6,False
4507000238_00370,vendor_0117,1,6,False
4507000238_00380,vendor_0117,1,6,False
4507000238_00390,vendor_0117,1,6,False
4507000238_00400,vendor_0117,1,6,False
4507000238_00410,vendor_0117,1,6,False
4507000238_00420,vendor_0117,1,6,False
4507000238_00430,vendor_0117,1,6,False
4507000238_00440,vendor_0117,1,6,False
4507000238_00450,vendor_0117,1,6,False
4507000238_00460,vendor_0117,1,9,False
4507000238_00470,vendor_0117,1,6,False
4507000238_00480,vendor_0117,1,6,False
4507000238_00490,vendor_0117,1,6,False
4507000238_00500,vendor_0117,1,10,False
4507000238_00510,vendor_0117,1,6,False
4507000238_00520,vendor_0117,1,6,False
4507000238_00530,vendor_0117,1,6,False
4507000238_00540,vendor_0117,1,5,False
4507000238_00550,vendor_0117,1,6,False
4507000238_00560,vendor_0117,1,5,False
4507000238_00570,vendor_0117,1,6,False
4507000238_00580,vendor_0117,1,6,False
4507000239_00010,vendor_0118,1,5,False
4507000239_00020,vendor_0118,1,5,False
4507000239_00030,vendor_0118,1,5,False
4507000239_00040,vendor_0118,1,5,False
4507000239_00050,vendor_0118,1,5,False
4507000239_00060,vendor_0118,1,5,False
4507000239_00070,vendor_0118,1,5,False
4507000239_00080,vendor_0118,1,6,False
4507000240_00001,vendor_0119,1,6,False
4507000241_00001,vendor_0119,1,6,False
4507000242_00001,vendor_0119,1,6,False
4507000243_00001,vendor_0119,1,6,False
4507000244_00001,vendor_0119,1,6,False
4507000245_00001,vendor_0119,1,6,False
4507000246_00001,vendor_0119,1,6,False
4507000247_00001,vendor_0119,1,6,False
4507000248_00001,vendor_0119,1,6,False
4507000249_00001,vendor_0119,1,6,False
4507000250_00010,vendor_0120,1,5,False
4507000250_00020,vendor_0120,1,5,False
4507000251_00010,vendor_0121,1,5,False
4507000251_00020,vendor_0121,1,5,False
4507000251_00030,vendor_0121,1,5,False
4507000252_00010,vendor_0122,1,5,False
4507000252_00020,vendor_0122,1,5,False
4507000252_00030,vendor_0122,1,5,False
4507000252_00040,vendor_0122,1,5,False
4507000252_00050,vendor_0122,1,5,False
4507000252_00060,vendor_0122,1,5,False
4507000252_00070,vendor_0122,1,5,False
4507000252_00080,vendor_0122,1,5,False
4507000252_00090,vendor_0122,1,5,False
4507000252_00100,vendor_0122,1,5,False
4507000252_00110,vendor_0122,1,4,False
4507000252_00120,vendor_0122,1,7,False
4507000252_00130,vendor_0122,1,5,False
4507000253_00010,vendor_0123,1,5,False
4507000254_00010,vendor_0122,1,6,False
4507000254_00020,vendor_0122,1,6,False
4507000254_00030,vendor_0122,1,6,False
4507000254_00040,vendor_0122,1,6,False
4507000254_00050,vendor_0122,1,6,False
4507000254_00060,vendor_0122,1,3,False
4507000255_00010,vendor_0124,1,5,False
4507000255_00020,vendor_0124,1,7,False
4507000255_00030,vendor_0124,1,5,False
4507000255_00040,vendor_0124,1,5,False
4507000255_00050,vendor_0124,1,5,False
4507000256_00010,vendor_0125,1,3,False
4507000257_00010,vendor_0126,1,6,False
4507000257_00020,vendor_0126,1,6,False
4507000257_00030,vendor_0126,1,6,False
4507000257_00040,vendor_0126,1,6,False
4507000257_00050,vendor_0126,1,6,False
4507000257_00060,vendor_0126,1,6,False
4507000257_00070,vendor_0126,1,5,False
4507000257_00080,vendor_0126,1,7,False
4507000257_00090,vendor_0126,1,6,False
4507000257_00100,vendor_0126,1,6,False
4507000257_00110,vendor_0126,1,6,False
4507000257_00120,vendor_0126,1,6,False
4507000257_00130,vendor_0126,1,6,False
4507000257_00140,vendor_0126,1,6,False
4507000257_00150,vendor_0126,1,6,False
4507000257_00160,vendor_0126,1,6,False
4507000257_00170,vendor_0126,1,9,False
4507000258_00001,vendor_0119,1,7,False
4507000259_00010,vendor_0127,1,5,False
4507000259_00020,vendor_0127,1,5,False
4507000259_00030,vendor_0127,1,5,False
4507000259_00040,vendor_0127,1,5,False
4507000259_00050,vendor_0127,1,6,False
4507000260_00010,vendor_0128,1,6,False
4507000260_00020,vendor_0128,1,6,False
4507000260_00030,vendor_0128,1,6,False
4507000260_00040,vendor_0128,1,6,False
4507000260_00050,vendor_0128,1,6,False
4507000260_00060,vendor_0128,1,6,False
4507000261_00010,vendor_0129,1,6,False
4507000262_00010,vendor_0130,1,6,False
4507000263_00010,vendor_0131,1,12,False
4507000264_00010,vendor_0132,1,5,False
4507000264_00020,vendor_0132,1,5,False
4507000264_00030,vendor_0132,1,5,False
4507000264_00040,vendor_0132,1,5,False
4507000264_00050,vendor_0132,1,5,False
4507000264_00060,vendor_0132,1,5,False
4507000264_00070,vendor_0132,1,5,False
4507000264_00080,vendor_0132,1,5,False
4507000264_00090,vendor_0132,1,5,False
4507000264_00100,vendor_0132,1,5,False
4507000264_00110,vendor_0132,1,5,False
4507000264_00120,vendor_0132,1,5,False
4507000264_00130,vendor_0132,1,5,False
4507000264_00140,vendor_0132,1,5,False
4507000264_00150,vendor_0132,1,5,False
4507000265_00010,vendor_0133,1,2,False
4507000265_00020,vendor_0133,1,2,False
4507000266_00010,vendor_0103,1,6,False
4507000267_00020,vendor_0103,1,6,False
4507000267_00030,vendor_0103,1,6,False
4507000268_00010,vendor_0105,1,6,False
4507000268_00020,vendor_0105,1,6,False
4507000269_00010,vendor_0134,1,6,False
4507000269_00020,vendor_0134,1,5,False
4507000269_00030,vendor_0134,1,5,False
4507000269_00040,vendor_0134,1,5,False
4507000269_00050,vendor_0134,1,5,False
4507000270_00010,vendor_0135,1,5,False
4507000270_00020,vendor_0135,1,5,False
4507000270_00030,vendor_0135,1,5,False
4507000270_00040,vendor_0135,1,5,False
4507000270_00050,vendor_0135,1,5,False
4507000270_00060,vendor_0135,1,5,False
4507000270_00070,vendor_0135,1,5,False
4507000270_00080,vendor_0135,1,5,False
4507000270_00090,vendor_0135,1,5,False
4507000270_00100,vendor_0135,1,5,False
4507000270_00110,vendor_0135,1,5,False
4507000270_00120,vendor_0135,1,5,False
4507000270_00130,vendor_0135,1,5,False
4507000270_00140,vendor_0135,1,5,False
4507000271_00010,vendor_0119,1,5,False
4507000271_00020,vendor_0119,1,5,False
4507000271_00030,vendor_0119,1,5,False
4507000271_00040,vendor_0119,1,5,False
4507000271_00050,vendor_0119,1,5,False
4507000271_00060,vendor_0119,1,5,False
4507000271_00070,vendor_0119,1,5,False
4507000271_00080,vendor_0119,1,5,False
4507000271_00090,vendor_0119,1,5,False
4507000271_00100,vendor_0119,1,5,False
4507000272_00010,vendor_0136,1,5,False
4507000272_00020,vendor_0136,1,5,False
4507000272_00030,vendor_0136,1,5,False
4507000272_00040,vendor_0136,1,5,False
4507000272_00050,vendor_0136,1,5,False
4507000273_00010,vendor_0137,1,6,False
4507000273_00020,vendor_0137,1,6,False
4507000274_00010,vendor_0138,1,5,False
4507000275_00010,vendor_0139,1,5,False
4507000276_00010,vendor_0140,1,5,False
4507000277_00010,vendor_0106,1,6,False
4507000277_00020,vendor_0106,1,6,False
4507000277_00030,vendor_0106,1,6,False
4507000277_00040,vendor_0106,1,6,False
4507000278_00010,vendor_0141,1,5,False
4507000278_00020,vendor_0141,1,5,False
4507000278_00030,vendor_0141,1,5,False
4507000278_00040,vendor_0141,1,5,False
4507000279_00010,vendor_0142,1,6,False
4507000279_00020,vendor_0142,1,6,False
4507000279_00030,vendor_0142,1,6,False
4507000279_00040,vendor_0142,1,6,False
4507000279_00050,vendor_0142,1,6,False
4507000279_00060,vendor_0142,1,6,False
4507000279_00070,vendor_0142,1,6,False
4507000279_00080,vendor_0142,1,6,False
4507000279_00090,vendor_0142,1,6,False
4507000279_00100,vendor_0142,1,6,False
4507000279_00110,vendor_0142,1,6,False
4507000280_00010,vendor_0104,1,3,False
4507000280_00020,vendor_0104,1,6,False
4507000280_00030,vendor_0104,1,6,False
4507000280_00040,vendor_0104,1,6,False
4507000280_00050,vendor_0104,1,7,False
4507000281_00010,vendor_0143,1,9,False
4507000281_00020,vendor_0143,1,8,False
4507000282_00010,vendor_0144,1,5,False
4507000282_00020,vendor_0144,1,5,False
4507000282_00030,vendor_0144,1,5,False
4507000282_00040,vendor_0144,1,5,False
4507000282_00050,vendor_0144,1,5,False
4507000282_00060,vendor_0144,1,5,False
4507000282_00070,vendor_0144,1,5,False
4507000283_00010,vendor_0143,1,2,False
4507000284_00010,vendor_0143,1,2,False
4507000285_00010,vendor_0145,1,6,False
4507000286_00010,vendor_0145,1,6,False
4507000287_00010,vendor_0146,1,6,False
4507000287_00020,vendor_0146,1,6,False
4507000288_00010,vendor_0147,1,5,False
4507000289_00010,vendor_0147,1,5,False
4507000290_00010,vendor_0147,1,3,False
4507000291_00010,vendor_0147,1,3,False
4507000292_00010,vendor_0148,1,5,False
4507000292_00020,vendor_0148,1,5,False
4507000292_00030,vendor_0148,1,6,False
4507000292_00040,vendor_0148,1,6,False
4507000292_00050,vendor_0148,1,5,False
4507000292_00060,vendor_0148,1,5,False
4507000292_00070,vendor_0148,1,5,False
4507000292_00080,vendor_0148,1,5,False
4507000292_00090,vendor_0148,1,5,False
4507000292_00100,vendor_0148,1,5,False
4507000293_00010,vendor_0149,1,6,False
4507000293_00020,vendor_0149,1,6,False
4507000294_00010,vendor_0124,1,7,False
4507000294_00020,vendor_0124,1,7,False
4507000294_00030,vendor_0124,1,7,False
4507000294_00040,vendor_0124,1,6,False
4507000294_00050,vendor_0124,1,6,False
4507000294_00060,vendor_0124,1,6,False
4507000294_00070,vendor_0124,1,2,False
4507000294_00080,vendor_0124,1,6,False
4507000294_00090,vendor_0124,1,6,False
4507000295_00010,vendor_0150,1,5,False
4507000296_00010,vendor_0151,1,5,False
4507000297_00010,vendor_0151,1,5,False
4507000298_00010,vendor_0149,1,6,False
4507000299_00010,vendor_0149,1,6,False
4507000300_00010,vendor_0149,1,6,False
4507000301_00010,vendor_0124,1,5,False
4507000302_00010,vendor_0149,1,6,False
4507000303_00010,vendor_0149,1,7,False
4507000304_00010,vendor_0149,1,6,False
4507000305_00010,vendor_0149,1,6,False
4507000306_00010,vendor_0149,1,6,False
4507000307_00010,vendor_0149,1,6,False
4507000308_00010,vendor_0152,1,6,False
4507000308_00020,vendor_0152,1,5,False
4507000309_00010,vendor_0149,1,6,False
4507000310_00010,vendor_0149,1,6,False
4507000311_00010,vendor_0149,1,6,False
4507000312_00010,vendor_0149,1,6,False
4507000313_00010,vendor_0149,1,6,False
4507000314_00010,vendor_0149,1,6,False
4507000315_00010,vendor_0149,1,6,False
4507000316_00010,vendor_0149,1,6,False
4507000317_00010,vendor_0149,1,7,False
4507000318_00010,vendor_0153,1,8,False
4507000319_00010,vendor_0149,1,6,False
4507000320_00010,vendor_0149,1,6,False
4507000321_00010,vendor_0154,1,5,False
4507000321_00020,vendor_0154,1,5,False
4507000322_00010,vendor_0155,1,9,False
4507000322_00020,vendor_0155,1,21,False
4507000322_00030,vendor_0155,1,18,False
4507000322_00040,vendor_0155,1,12,False
4507000322_00050,vendor_0155,1,6,False
4507000322_00060,vendor_0155,1,18,False
4507000322_00070,vendor_0155,1,6,False
4507000322_00080,vendor_0155,1,18,False
4507000322_00090,vendor_0155,1,21,False
4507000322_00100,vendor_0155,1,22,False
4507000322_00110,vendor_0155,1,10,False
4507000322_00120,vendor_0155,1,23,False
4507000322_00130,vendor_0155,1,18,False
4507000322_00140,vendor_0155,1,13,False
4507000322_00150,vendor_0155,1,7,False
4507000322_00160,vendor_0155,1,22,False
4507000322_00170,vendor_0155,1,10,False
4507000322_00180,vendor_0155,1,10,False
4507000322_00190,vendor_0155,1,7,False
4507000322_00200,vendor_0155,1,13,False
4507000322_00210,vendor_0155,1,9,False
4507000322_00220,vendor_0155,1,21,False
4507000322_00230,vendor_0155,1,10,False
4507000322_00240,vendor_0155,1,14,False
4507000322_00250,vendor_0155,1,6,False
4507000322_00260,vendor_0155,1,6,False
4507000323_00010,vendor_0156,1,5,False
4507000323_00020,vendor_0156,1,5,False
4507000323_00030,vendor_0156,1,5,False
4507000323_00040,vendor_0156,1,5,False
4507000323_00050,vendor_0156,1,5,False
4507000324_00010,vendor_0157,1,3,False
4507000325_00010,vendor_0158,1,6,False
4507000325_00020,vendor_0158,1,13,False
4507000325_00030,vendor_0158,1,6,False
4507000325_00040,vendor_0158,1,6,False
4507000325_00050,vendor_0158,1,19,False
4507000325_00060,vendor_0158,1,16,False
4507000326_00010,vendor_0157,1,3,False
4507000327_00010,vendor_0157,1,3,False
4507000328_00010,vendor_0159,1,7,False
4507000329_00010,vendor_0157,1,3,False
4507000330_00010,vendor_0157,1,3,False
4507000331_00010,vendor_0157,1,3,False
4507000332_00010,vendor_0157,1,3,False
4507000333_00010,vendor_0157,1,3,False
4507000334_00010,vendor_0157,1,3,False
4507000335_00010,vendor_0160,1,5,False
4507000335_00020,vendor_0160,1,8,False
4507000335_00030,vendor_0160,1,5,False
4507000335_00040,vendor_0160,1,5,False
4507000335_00050,vendor_0160,1,5,False
4507000335_00060,vendor_0160,1,5,False
4507000336_00010,vendor_0161,1,3,False
4507000336_00020,vendor_0161,1,7,False
4507000337_00010,vendor_0151,1,5,False
4507000338_00010,vendor_0162,1,5,False
4507000338_00020,vendor_0162,1,2,False
4507000339_00010,vendor_0163,1,5,False
4507000339_00020,vendor_0163,1,5,False
4507000339_00030,vendor_0163,1,5,False
4507000339_00040,vendor_0163,1,5,False
4507000339_00050,vendor_0163,1,5,False
4507000339_00060,vendor_0163,1,5,False
4507000339_00070,vendor_0163,1,5,False
4507000339_00080,vendor_0163,1,6,False
4507000339_00090,vendor_0163,1,5,False
4507000339_00100,vendor_0163,1,5,False
4507000339_00110,vendor_0163,1,5,False
4507000339_00120,vendor_0163,1,5,False
4507000340_00010,vendor_0164,1,5,False
4507000341_00010,vendor_0165,1,6,False
4507000341_00020,vendor_0165,1,13,False
4507000341_00030,vendor_0165,1,6,False
4507000341_00040,vendor_0165,1,5,False
4507000341_00050,vendor_0165,1,7,False
4507000342_00010,vendor_0149,1,7,False
4507000343_00010,vendor_0149,1,6,False
4507000344_00010,vendor_0149,1,7,False
4507000345_00010,vendor_0149,1,7,False
4507000346_00010,vendor_0149,1,8,False
4507000347_00010,vendor_0149,1,7,False
4507000348_00010,vendor_0149,1,6,False
4507000349_00010,vendor_0149,1,6,False
4507000350_00010,vendor_0166,1,5,False
4507000351_00010,vendor_0149,1,7,False
4507000352_00010,vendor_0149,1,6,False
4507000353_00010,vendor_0167,1,6,False
4507000354_00010,vendor_0149,1,7,False
4507000355_00010,vendor_0168,1,5,False
4507000355_00020,vendor_0168,1,6,False
4507000355_00030,vendor_0168,1,5,False
4507000355_00040,vendor_0168,1,5,False
4507000355_00050,vendor_0168,1,5,False
4507000356_00010,vendor_0157,1,6,False
4507000357_00010,vendor_0157,1,8,False
4507000358_00010,vendor_0169,1,6,False
4507000358_00020,vendor_0169,1,3,False
4507000358_00030,vendor_0169,1,5,False
4507000359_00010,vendor_0170,1,6,False
4507000359_00020,vendor_0170,1,6,False
4507000359_00030,vendor_0170,1,6,False
4507000360_00010,vendor_0140,1,6,False
