case:concept:name,event_count,unique_activity_count,first_event,last_event,purchasing_document,item,vendor,company,duration_hours
4508047006_00001,247,6,2018-08-02 20:40:00+00:00,2018-10-18 15:21:00+00:00,4508047006,00001,vendorID_0230,companyID_0000,1842.68
4507041170_00001,247,6,2018-07-04 20:40:00+00:00,2018-10-26 09:04:00+00:00,4507041170,00001,vendorID_0230,companyID_0000,2724.4
4507039252_00001,246,6,2018-06-26 20:44:00+00:00,2018-09-06 12:09:00+00:00,4507039252,00001,vendorID_0230,companyID_0000,1719.42
4507023691_00001,246,6,2018-04-17 20:42:00+00:00,2018-07-05 12:13:00+00:00,4507023691,00001,vendorID_0230,companyID_0000,1887.52
4507025988_00001,246,3,2018-04-27 00:06:00+00:00,2018-04-27 00:38:00+00:00,4507025988,00001,vendorID_0472,companyID_0000,0.53
4507025624_00001,246,6,2018-04-25 20:45:00+00:00,2018-07-05 12:13:00+00:00,4507025624,00001,vendorID_0230,companyID_0000,1695.47
4508065028_00001,246,6,2018-10-30 21:43:00+00:00,2019-01-10 14:46:00+00:00,4508065028,00001,vendorID_0230,companyID_0000,1721.05
4508046803_00001,245,3,2018-08-01 21:30:00+00:00,2018-08-01 22:07:00+00:00,4508046803,00001,vendorID_0234,companyID_0000,0.62
4507000430_00010,245,12,2017-10-11 21:59:00+00:00,2019-01-16 09:24:00+00:00,4507000430,00010,vendorID_0201,companyID_0000,11075.42
4507000644_00010,245,10,2018-01-03 12:24:00+00:00,2019-01-17 15:38:00+00:00,4507000644,00010,vendorID_0306,companyID_0000,9099.23
4508057467_00001,244,6,2018-09-24 20:46:00+00:00,2018-12-07 08:10:00+00:00,4508057467,00001,vendorID_0230,companyID_0000,1763.4
