case:concept:name,event_count,first_event,last_event,unique_activity_count,case_duration_hours
2000000177_00001,14,2018-02-19 06:51:00+00:00,2018-05-17 12:50:00+00:00,14,2093.98
2000000177_00002,15,2018-02-19 06:51:00+00:00,2018-05-17 12:50:00+00:00,15,2093.98
2000000178_00001,17,2018-02-19 11:28:00+00:00,2018-06-25 10:24:00+00:00,12,3022.93
2000000178_00002,15,2018-02-19 11:28:00+00:00,2018-06-25 10:24:00+00:00,12,3022.93
2000000178_00003,22,2018-02-19 11:28:00+00:00,2018-07-05 12:10:00+00:00,14,3264.7
2000000179_00001,12,2018-02-19 11:28:00+00:00,2018-04-05 13:48:00+00:00,12,1082.33
2000000180_00001,12,2018-02-19 11:29:00+00:00,2018-04-26 09:11:00+00:00,12,1581.7
2000000180_00002,12,2018-02-19 11:29:00+00:00,2018-04-26 09:11:00+00:00,12,1581.7
2000000180_00003,12,2018-02-19 11:29:00+00:00,2018-04-26 09:11:00+00:00,12,1581.7
2000000181_00001,12,2018-02-19 11:28:00+00:00,2018-04-26 09:12:00+00:00,12,1581.73
2000000182_00001,13,2018-02-19 16:51:00+00:00,2018-05-09 12:12:00+00:00,13,1891.35
2000000183_00001,9,2018-02-20 09:06:00+00:00,2018-03-14 10:18:00+00:00,9,529.2
2000000184_00001,15,2018-02-20 09:22:00+00:00,2018-11-29 15:14:00+00:00,14,6773.87
2000000185_00001,16,2018-02-20 12:56:00+00:00,2018-04-26 09:11:00+00:00,14,1556.25
2000000186_00001,57,2018-02-21 08:18:00+00:00,2018-11-29 15:16:00+00:00,14,6750.97
2000000187_00001,15,2018-02-21 09:35:00+00:00,2018-07-19 11:16:00+00:00,15,3553.68
2000000188_00001,15,2018-02-21 12:33:00+00:00,2019-01-17 11:01:00+00:00,14,7918.47
2000000189_00001,12,2018-02-21 15:17:00+00:00,2018-04-26 09:12:00+00:00,12,1529.92
2000000190_00001,12,2018-02-21 15:17:00+00:00,2018-04-26 09:12:00+00:00,12,1529.92
2000000191_00001,15,2018-02-21 16:18:00+00:00,2019-01-17 11:02:00+00:00,14,7914.73
2000000192_00001,11,2018-02-22 07:50:00+00:00,2018-09-06 00:23:00+00:00,11,4696.55
2000000193_00001,23,2018-02-23 08:30:00+00:00,2019-01-17 11:02:00+00:00,15,7874.53
2000000194_00001,12,2018-02-23 11:07:00+00:00,2018-04-26 09:11:00+00:00,12,1486.07
2000000195_00001,12,2018-02-23 11:10:00+00:00,2018-04-19 12:47:00+00:00,12,1321.62
2000000196_00001,12,2018-02-23 12:35:00+00:00,2018-04-05 13:51:00+00:00,12,985.27
2000000197_00001,12,2018-02-23 16:28:00+00:00,2018-04-05 13:48:00+00:00,12,981.33
2000000197_00002,12,2018-02-23 16:28:00+00:00,2018-04-05 13:48:00+00:00,12,981.33
2000000198_00001,24,2018-02-26 09:50:00+00:00,2019-01-10 14:42:00+00:00,15,7636.87
2000000199_00001,18,2018-02-26 13:19:00+00:00,2018-11-12 08:27:00+00:00,16,6211.13
2000000200_00001,15,2018-02-26 16:43:00+00:00,2019-01-17 11:02:00+00:00,14,7794.32
2000000201_00001,12,2018-02-27 06:48:00+00:00,2018-04-05 13:49:00+00:00,12,895.02
2000000202_00001,12,2018-02-27 07:28:00+00:00,2018-04-05 13:49:00+00:00,12,894.35
2000000202_00002,12,2018-02-27 07:28:00+00:00,2018-04-05 13:49:00+00:00,12,894.35
2000000202_00003,12,2018-02-27 07:28:00+00:00,2018-04-05 13:49:00+00:00,12,894.35
2000000202_00004,12,2018-02-27 07:28:00+00:00,2018-04-05 13:49:00+00:00,12,894.35
2000000203_00001,12,2018-02-27 07:29:00+00:00,2018-04-26 09:11:00+00:00,12,1393.7
2000000204_00001,14,2017-12-05 22:59:00+00:00,2019-01-17 11:02:00+00:00,13,9780.05
2000000205_00001,12,2018-02-27 08:49:00+00:00,2018-04-05 13:48:00+00:00,12,892.98
2000000206_00001,55,2018-02-01 22:59:00+00:00,2019-01-17 13:40:00+00:00,13,8390.68
2000000207_00001,12,2018-02-27 15:04:00+00:00,2018-05-24 11:32:00+00:00,12,2060.47
2000000208_00001,12,2018-02-27 14:29:00+00:00,2018-06-28 12:02:00+00:00,12,2901.55
2000000209_00001,12,2018-02-27 15:04:00+00:00,2018-04-26 09:11:00+00:00,12,1386.12
2000000210_00001,12,2018-02-28 08:54:00+00:00,2018-03-29 13:08:00+00:00,12,700.23
2000000211_00001,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00002,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00003,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00004,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00005,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00006,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00007,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000211_00008,12,2018-02-28 13:49:00+00:00,2018-04-05 13:49:00+00:00,12,864.0
2000000212_00001,13,2018-02-28 14:55:00+00:00,2018-03-22 12:32:00+00:00,13,525.62
2000000213_00001,18,2018-02-28 14:54:00+00:00,2018-11-29 15:15:00+00:00,15,6576.35
2000000214_00001,13,2018-02-28 14:55:00+00:00,2018-04-26 09:16:00+00:00,13,1362.35
2000000215_00001,13,2018-03-01 09:30:00+00:00,2018-06-07 11:12:00+00:00,13,2353.7
2000000216_00001,13,2018-03-01 10:26:00+00:00,2018-05-09 12:12:00+00:00,13,1657.77
2000000217_00001,18,2018-03-01 11:08:00+00:00,2018-07-19 11:16:00+00:00,13,3360.13
2000000218_00001,15,2018-03-01 11:10:00+00:00,2019-01-17 11:02:00+00:00,14,7727.87
2000000219_00001,13,2018-03-01 12:47:00+00:00,2018-04-26 09:16:00+00:00,13,1340.48
2000000220_00001,25,2018-03-01 17:00:00+00:00,2018-07-05 12:13:00+00:00,14,3019.22
2000013410_00001,13,2018-03-02 08:33:00+00:00,2018-04-20 13:30:00+00:00,13,1180.95
2000013411_00001,12,2018-03-02 13:11:00+00:00,2018-05-24 11:36:00+00:00,12,1990.42
2000013412_00001,8,2018-03-02 13:54:00+00:00,2018-03-02 14:54:00+00:00,8,1.0
2000013413_00001,12,2018-03-02 14:34:00+00:00,2018-05-24 11:32:00+00:00,12,1988.97
2000013413_00002,12,2018-03-02 14:34:00+00:00,2018-05-24 11:32:00+00:00,12,1988.97
2000013413_00003,12,2018-03-02 14:34:00+00:00,2018-05-24 11:32:00+00:00,12,1988.97
2000013414_00001,12,2018-03-02 14:34:00+00:00,2018-05-24 11:33:00+00:00,12,1988.98
2000013415_00001,12,2018-03-02 14:34:00+00:00,2018-05-09 12:09:00+00:00,12,1629.58
2000013416_00001,13,2018-03-05 07:29:00+00:00,2018-04-26 09:15:00+00:00,13,1249.77
2000013416_00002,13,2018-03-05 07:29:00+00:00,2018-04-26 09:15:00+00:00,13,1249.77
2000013416_00003,11,2018-03-05 07:29:00+00:00,2018-12-03 01:28:00+00:00,11,6545.98
2000013417_00001,13,2018-03-05 10:10:00+00:00,2018-08-30 13:40:00+00:00,13,4275.5
2000013417_00002,10,2018-03-05 10:10:00+00:00,2018-08-17 07:10:00+00:00,10,3957.0
2000013418_00001,12,2018-03-05 11:10:00+00:00,2018-05-09 12:09:00+00:00,12,1560.98
2000013418_00002,12,2018-03-05 11:10:00+00:00,2018-05-09 12:09:00+00:00,12,1560.98
2000013419_00001,13,2018-03-06 02:45:00+00:00,2018-04-26 09:14:00+00:00,13,1230.48
2000013420_00001,12,2018-03-06 06:19:00+00:00,2018-06-14 13:02:00+00:00,12,2406.72
2000013421_00001,12,2018-03-06 12:30:00+00:00,2018-04-05 13:49:00+00:00,12,721.32
2000013422_00001,12,2018-03-06 14:15:00+00:00,2018-04-05 13:49:00+00:00,12,719.57
2000013422_00002,12,2018-03-06 14:15:00+00:00,2018-04-05 13:49:00+00:00,12,719.57
2000013423_00001,29,2018-03-06 14:52:00+00:00,2018-11-06 15:51:00+00:00,16,5880.98
2000013424_00001,13,2018-03-07 08:31:00+00:00,2018-05-09 12:11:00+00:00,13,1515.67
2000013425_00001,12,2018-03-07 13:01:00+00:00,2018-05-09 12:09:00+00:00,12,1511.13
2000013425_00002,12,2018-03-07 13:01:00+00:00,2018-05-09 12:09:00+00:00,12,1511.13
2000013425_00003,12,2018-03-07 13:01:00+00:00,2018-05-09 12:09:00+00:00,12,1511.13
2000013426_00001,12,2018-03-07 13:16:00+00:00,2018-06-14 13:00:00+00:00,12,2375.73
2000013426_00002,12,2018-03-07 13:16:00+00:00,2018-06-14 13:02:00+00:00,12,2375.77
2000013427_00001,12,2018-03-07 13:15:00+00:00,2018-05-09 12:09:00+00:00,12,1510.9
2000013427_00002,12,2018-03-07 13:15:00+00:00,2018-05-09 12:09:00+00:00,12,1510.9
2000013428_00001,12,2018-03-09 08:55:00+00:00,2018-05-09 12:11:00+00:00,12,1467.27
2000013429_00001,12,2018-03-09 09:33:00+00:00,2018-05-09 12:09:00+00:00,12,1466.6
2000013430_00001,14,2018-03-08 23:00:00+00:00,2018-07-06 12:10:00+00:00,13,2869.17
2000013431_00001,15,2018-03-11 09:57:00+00:00,2019-01-17 11:02:00+00:00,14,7489.08
2000013432_00001,23,2018-03-12 08:23:00+00:00,2018-07-06 12:10:00+00:00,13,2787.78
2000013433_00001,22,2018-03-12 09:57:00+00:00,2018-07-05 12:12:00+00:00,16,2762.25
2000013434_00001,14,2018-03-12 12:33:00+00:00,2018-05-09 12:11:00+00:00,14,1391.63
2000013435_00001,12,2018-03-12 14:57:00+00:00,2018-05-24 11:32:00+00:00,12,1748.58
2000013435_00002,12,2018-03-12 14:57:00+00:00,2018-05-24 11:32:00+00:00,12,1748.58
2000013436_00001,14,2018-03-12 15:22:00+00:00,2018-07-06 12:10:00+00:00,13,2780.8
2000013437_00001,13,2018-03-13 07:46:00+00:00,2018-05-24 11:32:00+00:00,13,1731.77
2000013438_00001,12,2018-03-13 09:15:00+00:00,2018-04-12 12:07:00+00:00,12,722.87
2000013439_00001,15,2018-03-13 12:17:00+00:00,2018-10-29 07:44:00+00:00,15,5515.45
2000013440_00001,29,2018-03-13 12:28:00+00:00,2018-08-30 13:39:00+00:00,16,4081.18
2000013441_00001,11,2018-03-13 13:00:00+00:00,2018-04-05 13:49:00+00:00,11,552.82
2000013442_00001,12,2018-03-13 15:24:00+00:00,2018-05-09 12:10:00+00:00,12,1364.77
2000013443_00001,12,2018-03-14 09:51:00+00:00,2018-05-09 12:09:00+00:00,12,1346.3
2000013443_00002,12,2018-03-14 09:51:00+00:00,2018-05-09 12:09:00+00:00,12,1346.3
2000013443_00003,12,2018-03-14 09:51:00+00:00,2018-05-09 12:09:00+00:00,12,1346.3
2000013444_00001,12,2018-03-15 07:19:00+00:00,2018-06-28 12:02:00+00:00,12,2524.72
2000013445_00001,15,2018-03-15 06:46:00+00:00,2019-01-17 11:03:00+00:00,14,7396.28
2000013446_00001,19,2018-03-15 06:59:00+00:00,2019-01-17 11:03:00+00:00,14,7396.07
2000013447_00001,12,2018-03-15 08:51:00+00:00,2018-05-24 11:36:00+00:00,12,1682.75
2000013448_00001,60,2018-03-15 08:51:00+00:00,2019-01-18 06:53:00+00:00,16,7414.03
2000013449_00001,12,2018-03-16 06:18:00+00:00,2018-05-24 11:36:00+00:00,12,1661.3
2000013450_00001,13,2018-03-16 06:55:00+00:00,2018-05-09 12:09:00+00:00,13,1301.23
2000013451_00001,14,2018-03-16 08:53:00+00:00,2018-08-02 14:07:00+00:00,13,3341.23
2000013452_00001,22,2018-03-16 14:27:00+00:00,2018-09-28 08:28:00+00:00,15,4698.02
2000013453_00001,12,2018-03-18 06:33:00+00:00,2018-05-24 11:36:00+00:00,12,1613.05
2000013454_00001,70,2018-03-18 18:41:00+00:00,2019-01-17 11:03:00+00:00,18,7312.37
2000013455_00001,58,2018-03-18 18:41:00+00:00,2019-01-17 11:03:00+00:00,16,7312.37
2000013456_00001,13,2018-03-19 06:29:00+00:00,2018-05-09 12:09:00+00:00,13,1229.67
2000013456_00002,13,2018-03-19 06:29:00+00:00,2018-05-09 12:09:00+00:00,13,1229.67
2000013456_00003,13,2018-03-19 06:29:00+00:00,2018-05-09 12:09:00+00:00,13,1229.67
2000013457_00001,36,2018-03-19 06:57:00+00:00,2018-11-27 07:49:00+00:00,16,6072.87
2000013458_00001,26,2018-03-19 09:13:00+00:00,2018-08-17 10:12:00+00:00,18,3624.98
2000013459_00001,15,2018-03-19 10:31:00+00:00,2019-01-17 11:03:00+00:00,14,7296.53
2000013460_00001,35,2018-03-19 10:31:00+00:00,2019-01-17 11:03:00+00:00,16,7296.53
2000013461_00001,12,2018-03-19 11:17:00+00:00,2018-05-24 11:32:00+00:00,12,1584.25
2000013462_00001,26,2018-03-19 11:17:00+00:00,2018-04-19 12:47:00+00:00,16,745.5
2000013463_00001,12,2018-03-19 11:51:00+00:00,2018-05-24 11:32:00+00:00,12,1583.68
2000013464_00001,13,2017-06-21 21:59:00+00:00,2018-03-22 12:30:00+00:00,13,6566.52
2000013465_00001,41,2018-01-29 22:59:00+00:00,2018-07-06 12:10:00+00:00,13,3781.18
2000013466_00001,15,2018-03-20 06:52:00+00:00,2019-01-17 11:03:00+00:00,14,7276.18
2000013467_00001,17,2018-03-20 09:17:00+00:00,2018-11-29 10:15:00+00:00,15,6096.97
2000013468_00001,17,2018-03-20 09:00:00+00:00,2018-10-04 11:23:00+00:00,15,4754.38
2000013468_00002,13,2018-03-20 09:00:00+00:00,2018-09-28 11:58:00+00:00,13,4610.97
2000013469_00001,16,2018-03-20 13:29:00+00:00,2018-05-04 11:16:00+00:00,10,1077.78
2000013470_00001,8,2018-03-20 13:29:00+00:00,2018-03-20 14:29:00+00:00,8,1.0
2000013471_00001,8,2018-03-20 13:32:00+00:00,2018-03-20 14:32:00+00:00,8,1.0
2000013472_00001,15,2018-03-20 14:46:00+00:00,2019-01-17 11:03:00+00:00,14,7268.28
2000013473_00001,21,2018-03-20 15:00:00+00:00,2018-04-26 09:16:00+00:00,15,882.27
2000013474_00001,19,2018-03-21 07:51:00+00:00,2018-03-23 08:55:00+00:00,12,49.07
2000013475_00001,12,2018-03-21 09:01:00+00:00,2018-06-14 13:00:00+00:00,12,2043.98
2000013475_00002,12,2018-03-21 09:01:00+00:00,2018-06-14 13:02:00+00:00,12,2044.02
2000013475_00003,12,2018-03-21 09:01:00+00:00,2018-06-14 13:00:00+00:00,12,2043.98
2000013475_00004,12,2018-03-21 09:01:00+00:00,2018-06-14 13:00:00+00:00,12,2043.98
2000013476_00001,13,2018-03-21 09:57:00+00:00,2018-04-26 09:16:00+00:00,13,863.32
2000013477_00001,12,2018-03-21 12:37:00+00:00,2018-05-09 12:09:00+00:00,12,1175.53
2000013478_00001,12,2018-03-21 12:37:00+00:00,2018-05-09 12:11:00+00:00,12,1175.57
2000013479_00001,21,2018-03-21 13:55:00+00:00,2018-05-31 10:33:00+00:00,15,1700.63
2000013480_00001,14,2018-03-21 13:53:00+00:00,2019-01-17 11:03:00+00:00,13,7245.17
2000013481_00001,13,2018-03-21 15:01:00+00:00,2018-04-19 12:47:00+00:00,13,693.77
2000013482_00001,14,2018-03-22 08:58:00+00:00,2019-01-17 11:03:00+00:00,13,7226.08
2000013483_00001,12,2018-03-22 09:56:00+00:00,2018-05-09 12:12:00+00:00,12,1154.27
2000013483_00002,12,2018-03-22 09:56:00+00:00,2018-05-09 12:12:00+00:00,12,1154.27
2000013483_00003,12,2018-03-22 09:56:00+00:00,2018-05-09 12:12:00+00:00,12,1154.27
2000013484_00001,12,2018-03-22 11:02:00+00:00,2018-06-07 11:11:00+00:00,12,1848.15
2000013485_00001,12,2018-03-22 11:40:00+00:00,2018-06-07 11:11:00+00:00,12,1847.52
2000013485_00002,12,2018-03-22 11:40:00+00:00,2018-06-07 11:11:00+00:00,12,1847.52
2000013485_00003,12,2018-03-22 11:40:00+00:00,2018-06-07 11:11:00+00:00,12,1847.52
2000013485_00004,12,2018-03-22 11:40:00+00:00,2018-06-07 11:11:00+00:00,12,1847.52
2000013486_00001,12,2018-03-22 12:00:00+00:00,2018-06-14 13:02:00+00:00,12,2017.03
2000013487_00001,12,2018-03-22 13:44:00+00:00,2018-06-07 11:11:00+00:00,12,1845.45
2000013488_00001,13,2018-03-22 14:39:00+00:00,2018-05-09 12:09:00+00:00,13,1149.5
2000013488_00002,13,2018-03-22 14:39:00+00:00,2018-05-09 12:09:00+00:00,13,1149.5
2000013488_00003,13,2018-03-22 14:39:00+00:00,2018-05-09 12:09:00+00:00,13,1149.5
2000013488_00004,13,2018-03-22 14:39:00+00:00,2018-05-09 12:09:00+00:00,13,1149.5
2000013488_00005,13,2018-03-22 14:39:00+00:00,2018-05-09 12:09:00+00:00,13,1149.5
2000013489_00001,23,2018-03-23 08:21:00+00:00,2018-10-04 14:49:00+00:00,13,4686.47
2000013490_00001,20,2018-03-23 08:19:00+00:00,2018-05-31 10:32:00+00:00,14,1658.22
2000013491_00001,12,2018-03-23 08:30:00+00:00,2018-05-24 11:32:00+00:00,12,1491.03
2000013491_00002,12,2018-03-23 08:30:00+00:00,2018-05-24 11:32:00+00:00,12,1491.03
2000013492_00001,13,2018-03-23 08:49:00+00:00,2018-05-09 12:12:00+00:00,13,1131.38
2000013493_00001,15,2018-03-23 10:21:00+00:00,2019-01-17 11:03:00+00:00,14,7200.7
2000013494_00001,21,2018-03-23 14:17:00+00:00,2018-06-07 11:12:00+00:00,15,1820.92
2000013495_00001,23,2018-03-28 08:54:00+00:00,2018-07-26 16:09:00+00:00,17,2887.25
2000013496_00001,15,2018-03-28 08:55:00+00:00,2019-01-17 11:03:00+00:00,14,7082.13
2000013497_00001,13,2018-03-29 07:01:00+00:00,2018-06-14 13:01:00+00:00,13,1854.0
2000013497_00002,13,2018-03-29 07:01:00+00:00,2018-06-14 13:01:00+00:00,13,1854.0
2000013497_00003,13,2018-03-29 07:01:00+00:00,2018-06-14 13:01:00+00:00,13,1854.0
2000013497_00004,13,2018-03-29 07:01:00+00:00,2018-06-14 13:01:00+00:00,13,1854.0
2000013497_00005,15,2018-03-29 07:01:00+00:00,2018-12-03 01:28:00+00:00,14,5970.45
2000013498_00001,12,2018-03-29 08:26:00+00:00,2018-06-14 13:00:00+00:00,12,1852.57
2000013498_00002,12,2018-03-29 08:26:00+00:00,2018-07-26 16:06:00+00:00,12,2863.67
2000013499_00001,12,2018-03-29 08:27:00+00:00,2018-05-24 11:33:00+00:00,12,1347.1
2000013499_00002,12,2018-03-29 08:27:00+00:00,2018-05-24 11:33:00+00:00,12,1347.1
2000013500_00001,12,2018-03-29 08:59:00+00:00,2018-07-26 16:06:00+00:00,12,2863.12
2000013501_00001,12,2018-03-29 09:12:00+00:00,2018-05-09 12:12:00+00:00,12,987.0
2000013501_00002,12,2018-03-29 09:12:00+00:00,2018-06-07 11:13:00+00:00,12,1682.02
2000013502_00001,16,2018-03-29 10:02:00+00:00,2018-11-01 14:04:00+00:00,14,5212.03
2000013503_00001,15,2018-03-29 10:54:00+00:00,2019-01-17 11:03:00+00:00,14,7056.15
2000013504_00001,21,2018-03-01 22:59:00+00:00,2018-04-19 12:47:00+00:00,15,1165.8
2000013505_00001,12,2018-03-29 12:28:00+00:00,2018-06-28 12:02:00+00:00,12,2183.57
2000013506_00001,12,2018-03-29 16:17:00+00:00,2018-06-28 12:02:00+00:00,12,2179.75
2000013506_00002,12,2018-03-29 16:17:00+00:00,2018-06-28 12:02:00+00:00,12,2179.75
2000013507_00001,14,2018-03-30 04:54:00+00:00,2018-10-25 16:02:00+00:00,14,5027.13
2000013508_00001,13,2018-03-30 07:49:00+00:00,2018-08-17 07:43:00+00:00,13,3359.9
2000013509_00001,12,2018-03-30 10:13:00+00:00,2018-06-14 13:00:00+00:00,12,1826.78
2000013510_00001,15,2018-03-01 22:59:00+00:00,2019-01-17 11:03:00+00:00,14,7716.07
2000013511_00001,15,2018-03-31 05:03:00+00:00,2018-10-25 07:40:00+00:00,15,4994.62
2000013512_00001,12,2018-03-31 07:09:00+00:00,2018-06-28 12:02:00+00:00,12,2140.88
2000013512_00002,12,2018-03-31 07:09:00+00:00,2018-06-28 12:02:00+00:00,12,2140.88
2000013512_00003,12,2018-03-31 07:09:00+00:00,2018-06-28 12:02:00+00:00,12,2140.88
2000013512_00004,12,2018-03-31 07:09:00+00:00,2018-06-28 12:02:00+00:00,12,2140.88
2000013513_00001,12,2018-03-31 07:09:00+00:00,2018-06-07 11:11:00+00:00,12,1636.03
2000013514_00001,22,2018-04-03 04:49:00+00:00,2019-01-09 04:48:00+00:00,13,6743.98
2000013515_00001,12,2018-03-29 21:59:00+00:00,2018-05-09 12:11:00+00:00,12,974.2
2000013516_00001,12,2018-04-03 09:35:00+00:00,2018-05-24 11:34:00+00:00,12,1225.98
2000013517_00001,12,2018-04-04 07:00:00+00:00,2018-06-07 11:11:00+00:00,12,1540.18
2000013518_00001,12,2018-04-04 08:33:00+00:00,2018-06-07 11:12:00+00:00,12,1538.65
2000013519_00001,12,2018-04-04 09:31:00+00:00,2018-06-07 11:10:00+00:00,12,1537.65
2000013520_00001,12,2018-04-05 03:52:00+00:00,2018-06-07 11:10:00+00:00,12,1519.3
2000013521_00001,39,2017-12-29 22:59:00+00:00,2019-01-17 11:03:00+00:00,17,9204.07
2000013522_00001,16,2018-04-05 13:09:00+00:00,2018-10-22 04:00:00+00:00,10,4790.85
2000013523_00001,57,2018-04-06 05:29:00+00:00,2019-01-04 22:59:00+00:00,17,6569.5
2000013524_00001,20,2018-04-06 06:54:00+00:00,2018-06-07 11:12:00+00:00,14,1492.3
2000013525_00001,12,2018-04-06 11:10:00+00:00,2018-06-28 12:02:00+00:00,12,1992.87
2000013526_00001,12,2018-04-06 11:19:00+00:00,2018-06-07 11:13:00+00:00,12,1487.9
2000013527_00001,19,2018-04-06 11:58:00+00:00,2018-09-06 12:08:00+00:00,15,3672.17
2000013528_00001,12,2018-04-06 11:56:00+00:00,2018-10-18 13:32:00+00:00,12,4681.6
2000013529_00001,31,2018-04-09 09:20:00+00:00,2018-10-04 14:50:00+00:00,15,4277.5
2000013530_00001,18,2018-04-09 12:43:00+00:00,2018-08-09 12:30:00+00:00,13,2927.78
2000013531_00001,13,2017-12-15 22:59:00+00:00,2018-06-15 09:25:00+00:00,13,4354.43
2000013532_00001,30,2018-04-09 12:53:00+00:00,2018-07-06 12:10:00+00:00,15,2111.28
2000013533_00001,12,2018-04-10 06:19:00+00:00,2018-06-28 12:03:00+00:00,12,1901.73
2000013533_00002,12,2018-04-10 06:19:00+00:00,2018-06-28 12:03:00+00:00,12,1901.73
2000013534_00001,12,2018-04-10 06:19:00+00:00,2018-06-28 12:02:00+00:00,12,1901.72
2000013534_00002,12,2018-04-10 06:19:00+00:00,2018-06-28 12:02:00+00:00,12,1901.72
2000013535_00001,12,2018-04-10 06:19:00+00:00,2018-07-19 11:17:00+00:00,12,2404.97
2000013535_00002,12,2018-04-10 06:19:00+00:00,2018-07-19 11:17:00+00:00,12,2404.97
2000013536_00001,14,2018-04-10 19:49:00+00:00,2019-01-17 11:04:00+00:00,13,6759.25
2000013537_00001,13,2018-04-11 05:28:00+00:00,2018-06-07 11:13:00+00:00,13,1373.75
2000013538_00001,15,2018-04-11 06:42:00+00:00,2019-01-17 11:04:00+00:00,14,6748.37
2000013539_00001,12,2018-04-11 07:30:00+00:00,2018-06-28 12:02:00+00:00,12,1876.53
2000013540_00001,15,2018-04-11 08:58:00+00:00,2019-01-17 11:04:00+00:00,14,6746.1
2000013541_00001,13,2018-04-11 09:31:00+00:00,2018-05-09 12:12:00+00:00,13,674.68
2000013542_00001,22,2018-04-11 10:12:00+00:00,2018-06-14 13:01:00+00:00,16,1538.82
2000013543_00001,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00002,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00003,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00004,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00005,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00006,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00007,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013543_00008,12,2018-04-11 11:37:00+00:00,2018-06-07 11:11:00+00:00,12,1367.57
2000013544_00001,12,2018-04-12 05:32:00+00:00,2018-06-28 12:02:00+00:00,12,1854.5
2000013545_00001,8,2018-04-12 09:48:00+00:00,2018-04-12 11:48:00+00:00,8,2.0
2000013546_00001,8,2018-04-12 12:16:00+00:00,2018-04-12 14:16:00+00:00,8,2.0
2000013547_00001,39,2018-01-31 22:59:00+00:00,2018-09-06 12:08:00+00:00,15,5221.15
2000013548_00001,13,2018-04-12 12:35:00+00:00,2018-05-09 12:10:00+00:00,13,647.58
2000013549_00001,21,2018-04-12 13:43:00+00:00,2018-06-21 10:42:00+00:00,15,1676.98
2000013550_00001,12,2018-04-13 04:53:00+00:00,2018-06-07 11:11:00+00:00,12,1326.3
2000013550_00002,12,2018-04-13 04:53:00+00:00,2018-06-07 11:11:00+00:00,12,1326.3
2000013550_00003,12,2018-04-13 04:53:00+00:00,2018-06-07 11:11:00+00:00,12,1326.3
2000013550_00004,12,2018-04-13 04:53:00+00:00,2018-06-07 11:11:00+00:00,12,1326.3
2000013551_00001,12,2018-04-13 06:43:00+00:00,2018-06-07 11:11:00+00:00,12,1324.47
2000013552_00001,49,2018-02-28 22:59:00+00:00,2019-01-17 11:04:00+00:00,18,7740.08
2000013553_00001,24,2018-04-13 09:47:00+00:00,2018-11-22 13:53:00+00:00,17,5356.1
2000013554_00001,23,2018-04-13 09:47:00+00:00,2019-01-17 11:04:00+00:00,16,6697.28
2000013555_00001,18,2001-04-27 21:59:00+00:00,2018-08-20 09:28:00+00:00,15,151763.48
2000013556_00001,12,2018-04-16 09:31:00+00:00,2018-08-23 11:40:00+00:00,12,3098.15
2000013557_00001,12,2018-04-16 09:25:00+00:00,2018-07-19 11:17:00+00:00,12,2257.87
2000013558_00001,12,2018-03-22 22:59:00+00:00,2018-07-26 16:07:00+00:00,12,3017.13
2000013558_00002,12,2018-03-22 22:59:00+00:00,2018-07-26 16:07:00+00:00,12,3017.13
2000013558_00003,12,2018-03-22 22:59:00+00:00,2018-07-26 16:07:00+00:00,12,3017.13
2000013559_00001,13,2018-04-16 12:52:00+00:00,2018-06-07 11:13:00+00:00,13,1246.35
2000013560_00001,15,2018-04-16 13:29:00+00:00,2019-01-17 11:04:00+00:00,14,6621.58
2000013561_00001,15,2018-04-17 13:10:00+00:00,2019-01-17 11:04:00+00:00,14,6597.9
2000013562_00001,20,2018-04-18 05:02:00+00:00,2018-09-28 08:29:00+00:00,14,3915.45
2000013563_00001,13,2018-04-18 07:34:00+00:00,2018-05-24 11:35:00+00:00,13,868.02
2000013564_00001,12,2018-04-19 03:35:00+00:00,2018-06-07 11:11:00+00:00,12,1183.6
2000013565_00001,12,2018-04-18 21:59:00+00:00,2018-06-07 11:12:00+00:00,12,1189.22
2000013566_00001,12,2018-04-18 21:59:00+00:00,2018-06-07 11:12:00+00:00,12,1189.22
2000013567_00001,9,2018-04-19 11:25:00+00:00,2018-05-01 12:41:00+00:00,9,289.27
